Id,mean_exam_points
10000,55.60810730606673
10001,63.63891349098827
10002,50.718067134417495
10003,88.85868541536203
10004,88.86352739264836
10005,60.18219358632649
10006,44.25502280756103
10007,53.05398167834716
10008,56.87242344296118
10009,84.34131472333412
10010,52.66174702353274
10011,62.337912688296456
10012,52.5668725796926
10013,82.777507387222
10014,63.99018145086418
10015,62.16789349919501
10016,88.35112774536431
10017,56.78701749777881
10018,54.06839373432243
10019,52.86743736152302
10020,77.78682234739402
10021,60.92263601507066
10022,65.76683429975213
10023,60.990921192823826
10024,54.37049742206328
10025,81.17403585298145
10026,58.759666350618026
10027,53.05398167834716
10028,62.145879894479734
10029,54.16446639526061
10030,69.24483011953468
10031,58.054964431933925
10032,49.984891892071175
10033,52.8651710993039
10034,51.96239950859341
10035,70.37624289004823
10036,54.635956088625996
10037,72.95679425291843
10038,57.001067489697704
10039,89.78486074050409
10040,88.9093483628229
10041,63.665792285492
10042,58.40508484613374
10043,64.32587051914592
10044,59.64850006866586
10045,45.582183763608114
10046,50.39645656327726
10047,47.90701150886105
10048,60.01807827598357
10049,82.96275789152304
10050,49.693928351111474
10051,88.66313823897013
10052,53.82328206805151
10053,53.80519607707714
10054,55.38212501290337
10055,59.139207320465204
10056,69.41337161795636
10057,54.10706579297831
10058,63.086191089497675
10059,73.8480844595438
10060,63.294050693084706
10061,56.93277380474846
10062,60.93547464651725
10063,52.421812213061656
10064,57.31766709809783
10065,53.31196310543067
10066,49.569843352936566
10067,84.10227503825074
10068,59.52209485146288
10069,58.64991771639013
10070,62.783683344987814
10071,60.36389342306553
10072,54.651443063180665
10073,53.92052393026742
10074,68.79672509321492
10075,61.08180180955282
10076,68.54665752919618
10077,60.214010357958394
10078,61.07889495127277
10079,77.63912537546072
10080,61.92183372619753
10081,60.920549933145736
10082,82.23815748937363
10083,70.3875111574355
10084,54.28221124830106
10085,59.81693280656372
10086,83.5946197233752
10087,79.48963506879997
10088,45.18182196621457
10089,83.31112294958031
10090,54.38593282666205
10091,49.04663502969468
10092,57.58964867212792
10093,66.77985914498103
10094,73.52679938210449
10095,55.240969578821506
10096,86.91180169714733
10097,67.25073021243261
10098,85.95213284357017
10099,53.408428654155166
10100,85.54059215150224
10101,53.92163457973508
10102,58.09014160323998
10103,69.14947133708613
10104,55.48609608725542
10105,52.713870149416806
10106,53.76479915646603
10107,55.357993891331496
10108,55.774108845736954
10109,47.646709038346565
10110,58.13965161849668
10111,49.09271118836469
10112,68.62675646486205
10113,57.37895684959967
10114,53.65058648888864
10115,78.38212512133533
10116,47.967993709108775
10117,81.39000601941594
10118,49.64422828277992
10119,60.57487067192825
10120,62.197003021290044
10121,53.05982535984457
10122,82.25507760551942
10123,55.9815161170838
10124,52.67446264586814
10125,77.52904840173805
10126,50.85914276049758
10127,64.01228309217163
10128,53.4136383223222
10129,54.26329079314989
10130,68.56112608397423
10131,60.77637672639839
10132,49.37189369250547
10133,74.05363662907081
10134,78.75427142998372
10135,83.2123799028073
10136,69.54050045519988
10137,51.3644668264051
10138,85.85370248898515
10139,64.03746516000135
10140,59.42401903574955
10141,61.33070942974121
10142,76.55513826333448
10143,59.00329330775113
10144,43.721126703108176
10145,53.79016962058243
10146,60.30402938026157
10147,53.84360075493888
10148,49.31803152589992
10149,62.913372569877005
10150,89.71197537800116
10151,66.91650024252023
10152,83.03833509139031
10153,61.770899094544355
10154,55.03196980359992
10155,67.3825420715372
10156,58.007206922969644
10157,60.17362542388597
10158,58.71773848247662
10159,57.2256584860121
10160,46.563898021103014
10161,69.72231397633146
10162,49.607224016404544
10163,55.26186643466825
10164,61.86944941756234
10165,82.40026876986809
10166,78.99317705686218
10167,60.578050751303266
10168,82.61379981296498
10169,54.835205227258726
10170,52.2973396415876
10171,51.47687805025416
10172,60.35424138741253
10173,61.700376765190256
10174,61.86229053548591
10175,60.06360692156661
10176,63.14674653471794
10177,48.526973289273236
10178,58.2562677344938
10179,61.13413230839466
10180,73.50387912292157
10181,61.17423746845113
10182,66.99555428437631
10183,54.81550764878655
10184,82.22976843617775
10185,61.95500933212094
10186,57.05272227341679
10187,86.24852611461206
10188,53.53833846178
10189,61.738429350664234
10190,83.47960171146542
10191,51.62722235091124
10192,73.28956263088914
10193,82.38772530705248
10194,80.26836201503481
10195,75.04567629681348
10196,53.483568792605794
10197,49.72207093176199
10198,44.68199530029022
10199,53.80519607707714
10200,50.58807682435626
10201,52.10703413068035
10202,54.146478479629664
10203,70.40216040710303
10204,66.49989213164385
10205,58.714958623066494
10206,42.921804961083055
10207,69.05168897033329
10208,77.99275615429762
10209,52.66123661214267
10210,91.27092878965631
10211,75.72616382942384
10212,69.26377695438536
10213,80.18347513538923
10214,65.79372380947797
10215,59.42401903574955
10216,69.85853121870953
10217,59.943677202339906
10218,56.12684494744605
10219,60.02456502732099
10220,51.50106885955052
10221,63.31854830990452
10222,56.99607399677304
10223,60.644612093369496
10224,87.90869729615413
10225,60.55638251428784
10226,55.27685326078647
10227,51.80826801202539
10228,57.2323348536436
10229,52.59295018473007
10230,78.40686371284163
10231,75.54377042302319
10232,63.391863336448964
10233,53.75792117420828
10234,82.65073840343273
10235,59.45279969875801
10236,54.33388967825813
10237,62.97807981543667
10238,42.84071649881897
10239,79.52640396247712
10240,59.71463137741427
10241,85.72853787149164
10242,56.08985679781161
10243,52.94740108245557
10244,62.337912688296456
10245,70.22346871666699
10246,52.635889344883104
10247,90.42593003893721
10248,51.67445006047801
10249,75.53457266583047
10250,74.88634912398155
10251,57.74491974130639
10252,57.19055193587232
10253,79.78370569630485
10254,53.7611267209043
10255,55.41783103775874
10256,60.6367476672885
10257,67.36798381832942
10258,54.413401499110876
10259,57.33258241928996
10260,50.15038004428907
10261,80.19922306087712
10262,43.090915002151085
10263,74.7652436172663
10264,61.751576536917106
10265,54.49769641869789
10266,56.54528949165765
10267,80.3813454362112
10268,84.31457115863525
10269,77.90737635794973
10270,84.46189741354505
10271,56.70151230732637
10272,53.30904870802758
10273,71.24359288949019
10274,50.110297758049846
10275,51.872398393250066
10276,45.76600599991929
10277,77.31579417204954
10278,58.884747577008014
10279,59.73902059551498
10280,58.26110677662563
10281,78.23441744041347
10282,55.55957912479791
10283,84.07147362941262
10284,53.49027119817296
10285,57.08048831783145
10286,51.27289018993795
10287,61.01481964150961
10288,47.725858828809415
10289,64.80832793533926
10290,83.30205059760583
10291,54.04452158042011
10292,55.145940488297065
10293,54.59663933782585
10294,84.7238943311306
10295,54.4825753821103
10296,48.31282268437531
10297,58.40278705835797
10298,54.45475068041176
10299,54.28515432837369
10300,51.781005603846175
10301,65.86765345717001
10302,70.47798187857018
10303,55.83377057341222
10304,84.89685817073834
10305,68.40090600791667
10306,43.835821487325255
10307,82.67747443622343
10308,63.76059947812374
10309,54.847469863880214
10310,51.48983330070864
10311,55.91546375046696
10312,60.28430407373439
10313,89.8666074177417
10314,48.53611036069397
10315,82.83274574641243
10316,54.57612655868506
10317,43.51393110851133
10318,52.96655789158239
10319,87.11613084340033
10320,56.016502080470566
10321,90.65166114096282
10322,56.27547765621792
10323,78.43446731212444
10324,57.030867379622165
10325,51.428066478110665
10326,49.83115871268582
10327,79.47968049521917
10328,45.2620519456749
10329,62.47776899310554
10330,73.39897208891584
10331,59.62289229465325
10332,58.102531084927996
10333,73.96685179262124
10334,87.0394131308677
10335,61.700376765190256
10336,48.12111607667625
10337,63.78827151470365
10338,60.92141273340894
10339,58.79921937492411
10340,68.50083517450926
10341,64.55897062618196
10342,82.40106467705459
10343,76.41549158590131
10344,59.51429391963099
10345,66.05868269192722
10346,69.43356641466235
10347,60.43701219149235
10348,48.82817035422702
10349,71.83781528202942
10350,55.588396619873244
10351,59.36193142210065
10352,75.27311446976415
10353,54.59663933782585
10354,64.03746516000135
10355,69.92535166474268
10356,83.43800135110682
10357,59.75586512548505
10358,66.61186081394861
10359,48.94902838214891
10360,62.90679778633076
10361,64.08644918076514
10362,47.826994190511414
10363,66.71953453886279
10364,61.485397599584054
10365,65.6996642756572
10366,58.81904762588668
10367,59.22241622155705
10368,50.51190571445918
10369,69.96330993216797
10370,75.8275277173474
10371,79.6825093016296
10372,57.03409357037378
10373,53.408037625596734
10374,64.53865642780721
10375,55.55465736359404
10376,70.21362032435789
10377,55.745954262217474
10378,90.05875039846008
10379,84.15757683716436
10380,77.34689300973288
10381,66.04443819368231
10382,55.90774289886378
10383,61.35080380571086
10384,55.489499573620854
10385,60.75725933501568
10386,54.423447809771936
10387,57.011676156667505
10388,78.92920715395597
10389,48.89588400926562
10390,60.62907148549365
10391,56.53989361124314
10392,55.37018869336079
10393,82.39587915416692
10394,73.38791341919222
10395,55.12904600796759
10396,78.31455475553214
10397,74.79206756773578
10398,88.72895104240176
10399,56.84430770654626
10400,62.55623506768788
10401,84.15779919869628
10402,58.67898953984632
10403,84.75561145132203
10404,83.40797851149426
10405,82.03960784995436
10406,73.39897208891584
10407,51.68173858346498
10408,55.25525148278926
10409,62.220998602979385
10410,60.20019873710183
10411,57.03409357037378
10412,55.37018869336079
10413,61.6676423414144
10414,57.445573747608975
10415,47.40564192672851
10416,87.91664689360692
10417,59.810413791465876
10418,44.48977412349041
10419,62.2124278950425
10420,55.76541618384132
10421,55.97685321940371
10422,52.786313531505094
10423,61.38775063716712
10424,88.97094521617254
10425,60.41408648258008
10426,82.57481338563898
10427,70.9492406118091
10428,75.37902080557065
10429,78.4748991583225
10430,58.26286506814965
10431,68.58397854224752
10432,84.82056887950598
10433,83.05701206674054
10434,69.21127958980823
10435,67.78411680214548
10436,87.55751529244483
10437,67.9394794879939
10438,54.96636840588774
10439,56.099398308713866
10440,76.41549158590131
10441,55.44175256164913
10442,60.64706709259095
10443,43.21639951493445
10444,59.70860869590505
10445,56.97030211920149
10446,56.48944260249321
10447,55.52075584149405
10448,61.14675003509182
10449,61.17423746845113
10450,71.42851418139833
10451,83.27875749411167
10452,84.14631883383795
10453,84.33962514385708
10454,74.17391124265869
10455,52.8651710993039
10456,82.67554275890873
10457,53.756352299822304
10458,51.99785162955235
10459,61.307382473790405
10460,55.21152277648446
10461,60.63393172613374
10462,50.43825214806062
10463,57.143653700243675
10464,61.60928839816216
10465,54.86020831341116
10466,61.01522119001821
10467,64.79130635986351
10468,55.517078238160146
10469,53.05398167834716
10470,79.8061836510203
10471,59.186463525444516
10472,60.558093352419476
10473,52.9195559857319
10474,53.52401370715866
10475,61.35298152225328
10476,61.93633513342351
10477,57.12909776538472
10478,82.93353468109139
10479,75.18184229023423
10480,80.8154404950386
10481,55.76194706031181
10482,63.196807321811335
10483,74.96515797803667
10484,45.786554114146014
10485,54.700024160770376
10486,70.37058833186956
10487,51.959083158703585
10488,56.59876014842284
10489,60.01941952519824
10490,53.71829083592796
10491,57.29097116469587
10492,55.136577612442906
10493,54.92137594817597
10494,59.151105820319266
10495,82.63017911868774
10496,59.973342410794764
10497,88.98903120748668
10498,60.43183157795934
10499,58.3382673561579
10500,61.023454783546185
10501,84.38992075711576
10502,82.04005688583784
10503,61.13846594996765
10504,56.84430770654626
10505,52.84036292047948
10506,63.34675206051594
10507,88.38582390838587
10508,63.90173695860626
10509,88.24915127980624
10510,57.32871016844791
10511,78.29442255023471
10512,55.69511692078661
10513,55.38941077187965
10514,59.268369650004566
10515,60.34768768491451
10516,71.52058461041607
10517,57.65722612931254
10518,60.99893913872247
10519,82.98138311613324
10520,50.481928864089646
10521,55.2000543707674
10522,68.92557293349599
10523,60.94401306871642
10524,76.41549158590131
10525,79.54017003649412
10526,53.638046672685356
10527,89.91745740347095
10528,58.40425664098828
10529,59.92668284664773
10530,62.08183364950284
10531,53.147663077582465
10532,54.705832061059446
10533,57.001067489697704
10534,79.42745138430486
10535,55.39545845351222
10536,56.24041138652722
